id,Number,sentiment,text
657,17489,0,"Windows CPU debug build fails at linking stage. ## 🐛 Bug
Hi, 
I can't build Windows Debug CPU version, the build fails during linking. 
I am using the latest source code. At the end of post there are exact commands I execute.
I am really after Libtorch build, I do not care about Python, but because I do not understand the whole thing, I feel obliged to build all.

Thank you,
Slawek

1. First of all an observation, CMakeLists.txt contains this:
set (CMAKE_CXX_FLAGS_DEBUG ""${CMAKE_CXX_FLAGS_DEBUG} -fno-omit-frame-pointer -O0"")
set (CMAKE_LINKER_FLAGS_DEBUG ""${CMAKE_STATIC_LINKER_FLAGS_DEBUG} -fno-omit-frame-pointer -O0"")
which causes endless warnings of unknown options.

Compilation appears successful  (2000 files or so) but then failures happen during linking
2.  

3. And then, another failure

Now, I downloaded and copied python37_d.lib into C:\local\Anaconda3\envs\PytorchDebug\libs and python37_d.dll into C:\local\Anaconda3\envs\PytorchDebug, but it does not help.


## Environment
 - PyTorch Version: 1, latest code
 - OS: Windows 10
 - Build commands:
call c:\local\Anaconda3\scripts\activate PytorchDebug
rem Done before: conda install numpy pyyaml mkl mkl-include setuptools cmake cffi typing
rem Done before, in f:\progs2\PytorchDebug: git clone --recursive https://github.com/pytorch/pytorch
F:
cd progs2\PytorchDebug\pytorch
set ""VS150COMNTOOLS=C:\Program Files (x86)\Microsoft Visual Studio\2017\Community\VC\Auxiliary\Build""
set CMAKE_GENERATOR=Visual Studio 15 2017 Win64
set DISTUTILS_USE_SDK=1
set NO_CUDA=1
set DEBUG=1
call ""%VS150COMNTOOLS%\vcvarsall.bat"" x64 -vcvars_ver=14.11
python setup.py install

 - Python version: 3.7
. ['Creating library lib\\test_api.lib and object lib\\test_api.exp\r\ndataloader.cpp.obj : error LNK2019: unresolved external symbol ""__declspec(dllimport) public: void __cdecl torch::data::samplers::DistributedSampler<class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > >::set_epoch(unsigned __int64)"" (__imp_?set_epoch@?$DistributedSampler@V?$vector@_KV?$allocator@_K@std@@@std@@@samplers@data@torch@@QEAAX_K@Z) referenced in function ""private: virtual void __cdecl DataTest_CanSaveAndLoadDistributedRandomSampler_Test::TestBody(void)"" (?TestBody@DataTest_CanSaveAndLoadDistributedRandomSampler_Test@@EEAAXXZ)\r\ndataloader.cpp.obj : error LNK2019: unresolved external symbol ""__declspec(dllimport) public: unsigned __int64 __cdecl torch::data::samplers::DistributedSampler<class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > >::epoch(void)const "" (__imp_?epoch@?$DistributedSampler@V?$vector@_KV?$allocator@_K@std@@@std@@@samplers@data@torch@@QEBA_KXZ) referenced in function ""private: virtual void __cdecl DataTest_CanSaveAndLoadDistributedRandomSampler_Test::TestBody(void)"" (?TestBody@DataTest_CanSaveAndLoadDistributedRandomSampler_Test@@EEAAXXZ)\r\nbin\\test_api.exe : fatal error LNK1120: 2 unresolved externals\r\n[2/3] Linking CXX shared library bin\\torch_python.dll\r\nFAILED: bin/torch_python.dll lib/torch_python.lib\r\n', 'LINK: command ""C:\\PROGRA~2\\MIB055~1\\2017\\COMMUN~1\\VC\\Tools\\MSVC\\1411~1.255\\bin\\HostX64\\x64\\link.exe /nologo caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\DataLoader.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Device.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Dtype.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\DynamicTypes.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Exceptions.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\TypeInfo.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Generator.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Layout.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Module.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\PtrWrapper.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Size.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\Storage.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\api\\src\\python\\init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\functions\\init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\generated\\python_functions.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\generated\\python_nn_functions.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\generated\\python_torch_functions.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\generated\\python_variable_methods.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_anomaly_mode.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_cpp_function.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_engine.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_function.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_hook.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_legacy_variable.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_variable.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\autograd\\python_variable_indexing.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\byte_order.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\batched\\BatchTensor.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\passes\\onnx.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\passes\\onnx\\fixup_onnx_loop.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\passes\\onnx\\prepare_division_for_onnx.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\passes\\onnx\\peephole.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\passes\\to_batch.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\python_arg_flatten.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\python_interpreter.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\python_ir.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\python_tracer.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\script\\init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\script\\lexer.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\script\\module.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\jit\\script\\python_tree_views.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\multiprocessing\\init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\nn\\THNN.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\onnx\\init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\serialization.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\tensor\\python_tensor.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\cuda_lazy_init.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\invalid_arguments.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\object_ptr.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\python_arg_parser.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_apply.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_dtypes.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_flatten.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_layouts.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_list.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_new.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_numpy.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tensor_types.cpp.obj caffe2\\torch\\CMakeFiles\\torch_python.dir\\csrc\\utils\\tuple_parser.cpp.obj /out:bin\\torch_python.dll /implib:lib\\torch_python.lib /pdb:bin\\torch_python.pdb /dll /version:0.0 /debug /INCREMENTAL:NO /NODEFAULTLIB:LIBCMT.LIB /DEBUG:FULL lib\\torch.lib lib\\shm.lib C:\\local\\Anaconda3\\envs\\PytorchDebug\\libs\\python37.lib lib\\onnx.lib lib\\onnx_proto.lib -WHOLEARCHIVE:F:/progs2/pytorchDebug/pytorch/build/lib/onnx.lib lib\\caffe2.lib lib\\libprotobufd.lib C:\\Program Files (x86)\\IntelSWTools\\compilers_and_libraries\\windows\\mkl\\lib\\intel64_win\\mkl_intel_lp64.lib C:\\Program Files (x86)\\IntelSWTools\\compilers_and_libraries\\windows\\mkl\\lib\\intel64_win\\mkl_intel_thread.lib C:\\Program Files (x86)\\IntelSWTools\\compilers_and_libraries\\windows\\mkl\\lib\\intel64_win\\mkl_core.lib C:\\Program Files (x86)\\IntelSWTools\\compilers_and_libraries\\windows\\compiler\\lib\\intel64_win\\libiomp5md.lib lib\\c10.lib kernel32.lib user32.lib gdi32.lib winspool.lib shell32.lib ole32.lib oleaut32.lib uuid.lib comdlg32.lib advapi32.lib /MANIFEST /MANIFESTFILE:bin\\torch_python.dll.manifest"" failed (exit code 1104) with the following output:\r\nLINK : fatal error LNK1104: cannot open file \'python37_d.lib\'\r\nninja: build stopped: subcommand failed.\r\nTraceback (most recent call last):\r\n  File ""setup.py"", line 709, in <module>\r\n    build_deps()\r\n  File ""setup.py"", line 281, in build_deps\r\n    build_dir=\'build\')\r\n  File ""F:\\progs2\\pytorchDebug\\pytorch\\tools\\build_pytorch_libs.py"", line 243, in build_caffe2\r\n    cwd=build_dir, env=my_env)\r\n  File ""c:\\local\\Anaconda3\\envs\\PytorchDebug\\lib\\subprocess.py"", line 347, in check_call\r\n    raise CalledProcessError(retcode, cmd)\r\nsubprocess.CalledProcessError: Command \'[\'cmake\', \'--build\', \'.\', \'--target\', \'install\', \'--config\', \'Debug\', \'--\', \'-j\', \'11\']\' returned non-zero exit status 1.\r\n']"
326,28515,0,"Get rid of libc10.so. I finally have a good reason to merge libc10.so into libtorch.so (and corresponding libc10_cuda.so into libtorch_cuda.so, etc.): I am trying to devirtualize access to AutogradMeta, but because TensorImpl lives in c10 and AutogradMeta lives in torch, I cannot do this as the destructor would have to cross a dynamic library boundary. By absorbing c10 into torch I will be able to do this.

Some dangers: putting c10 into libtorch might push Windows build over max library size. See https://github.com/pytorch/pytorch/issues/27215

Other alternatives I thought of:
* Move TensorImpl back to ATen/core
* Keep the virtual interface to AutogradMeta

Some alternatives that don't work
* Move AutogradMeta into c10. AutogradMeta must be declared after Tensor as it contains a field Tensor, and we cannot replace that field with an  as the public API of tensor  returns a mutable  reference. (Though, it might be possible to fix this up by just moving TensorImpl out of c10)

cc @ezyang @gchanan @zou3519 @jerryzh168 @dzhulgakov @smessmer . []"
491,923,0,"Build broken on Mac OS X. Building form source for Mac OS X fails. Turns out there is a missing dependency between THPP and THCS, adding this dependency to CMakeLists.txt was sufficient for a successful build.. []"
534,12562,0,"Declarations.yaml cleanup. Based on notes from @ezyang, @zdevito and @gchanan.

We'd like Declarations.yaml to be the single, externally visible API that all consumers, both internal and external, go through. Up until now, it has been designed under the assumption that only internal consumers make use of it, and that we can refactor these consumers when we wish to change Declarations.yaml. However, we have quickly gotten into a state where even our internal consumers are unmaintainable. This issue tracks a list of changes we'd like to apply to Declarations.yaml.

Meta-principle: the metadata for a type primarily consists of the type string (e.g., ). However, there may be some other metadata.

- [x] Stop hard-coding the list of arguments that  expands into. Instead, the list of kwargs a TensorOptions expands into should be specified only once and used everywhere.
- [ ] De-C++-ify our type syntax. This means no more putting  in an input type (so basically, drop  and use  only). Our type system should be C++/Python-agnostic. To determine if something has a reference or not, should be determined if the parameter in question is an input or output parameter, which should be part of the type string.
- [x] Add optional to the type syntax. @wanchaol is working on this
- [ ] Replace  with a simple list of  and/or .
- [x] Eliminate  entirely; once optional is supported, any arguments which have ""complex"" default values can simply specify the argument as optional, and then let the kernel compute the default argument itself
- [x] Unify  and . We think we have two only because TH and native had different paths, accidentally.
- [x] Augment type strings with alias sets, perhaps with exclamation marks. This could be used to remove  annotations. This will be handled by the JIT team.
- [x] Eliminate . @gchanan is working on this
- [ ] Eliminate . These would be replaced as outputs of ""inner"" native functions, which are the actual differentiable functions. Blocked on adding named outputs.
- [x] Add named outputs, ala . This helps the clarity of defining derivatives for multi-return functions.
- [ ] Eliminate , since we have eliminated most broadcasting from Type
- [ ] Eliminate 
- [ ] Eliminate , instead inferring it from the name of a function. Put this inference function in one place and make everyone use it.
- [ ] Eliminate , no one actually needs it anymore. []"
259,14726,0,"[caffe2] Corresponding C++ API for prepare_prediction_net. ## 🚀 Feature
Corresponding C++ API for prepare_prediction_net

## Motivation

We have a python API that is able to load predictor models in MetaNetDef format. https://github.com/pytorch/pytorch/blob/edb88b5f3af03718b443d015f195faa1832ce95b/caffe2/python/predictor/predictor_exporter.py#L127 However, the corresponding C++ API is missing.

## Pitch

In the Python world, we are able to export and load models in MetaNetDef format, however, when we want to productionize the model and load it in C++, the API to do so is missing.

## Alternatives

Right now, the only alternative is to export the init and predict nets seperately as protobufs and load them in C++.. []"
392,21119,0,"One libtorch FindTorch.cmake module to support multi-configs(both debug and release). ## 🐛 Bug

Libtorch is excellent to provide cmake for multiple configs on windows. 

  * Download here (Release version): 
    https://download.pytorch.org/libtorch/cu90/libtorch-win-shared-with-deps-latest.zip
  * Download here (Debug version): 
    https://download.pytorch.org/libtorch/cu90/libtorch-win-shared-with-deps-debug-latest.zip

However, it is quite inconvenient. Usually, I need to copy different versions to switch between different configurations, which is annoying during development. Can we support both configs inside **one FindTorch.cmake**?

. []"
156,29246,0,"Replacing convolutional blocks causes exporting to Onnx to fail. ## 🐛 Bug

We are trying to export a model created in PyTorch to Onnx. The model is created with function:

and then, one convolutional block of that model is swapped with a different kind of block, like so:

When we try to export this updated model, like so:

an error occurs -  for some reason, PyTorch fails to export the model, that otherwise is fully functional.

If the blocks are not swapped, the network is exported successfully.

## To Reproduce

You can get the code from a temporary repository I've created for this issue:


Run  file, you will get the following error:




## Expected behavior

We expect to have our model exported, even if it has its convolutional blocks swapped with another type of block. Ideally, we would want to swap all the blocks of the model, not just the first one, as in the example given.

## Environment

 - PyTorch Version: 1.2.0
 - OS: Ubuntu 19.04
 - How you installed PyTorch: pip3
 - Python version: 3.7.3
 - CUDA/cuDNN version: No Cuda
 - GPU models and configuration: No


cc @houseroad @spandantiwari @lara-hdr @BowenBao @neginraoof. ['\r\nmodel = WideResNet(40, 2, Conv, BasicBlock)\r\n', '\r\nmodel = update_block(block_number, model, block_type)\r\n', '\r\ntorch.onnx.export(model, torch_input, save_name)\r\n', '\r\nhttps://github.com/kasparas-ban/Exporting-models-to-Onnx.git\r\n', '\r\nTraceback (most recent call last):\r\n  File ""export_model.py"", line 42, in <module>\r\n    torch.onnx.export(model, torch_input, save_name)   # <- GIVES ERROR\r\n  File ""/home/kasparas/.local/lib/python3.7/site-packages/torch/onnx/__init__.py"", line 132, in export\r\n    strip_doc_string, dynamic_axes)\r\n  File ""/home/kasparas/.local/lib/python3.7/site-packages/torch/onnx/utils.py"", line 64, in export\r\n    example_outputs=example_outputs, strip_doc_string=strip_doc_string, dynamic_axes=dynamic_axes)\r\n  File ""/home/kasparas/.local/lib/python3.7/site-packages/torch/onnx/utils.py"", line 329, in _export\r\n    _retain_param_name, do_constant_folding)\r\n  File ""/home/kasparas/.local/lib/python3.7/site-packages/torch/onnx/utils.py"", line 213, in _model_to_graph\r\n    graph, torch_out = _trace_and_get_graph_from_model(model, args, training)\r\n  File ""/home/kasparas/.local/lib/python3.7/site-packages/torch/onnx/utils.py"", line 174, in _trace_and_get_graph_from_model\r\n    raise RuntimeError(""state_dict changed after running the tracer; ""\r\nRuntimeError: state_dict changed after running the tracer; something weird is happening in your model!\r\n']"
404,17163,0,"Support torch.zeros with HalfTensor (half). 

This might be nontrivial to do because zeros is implemented in terms of vectorized fill on CPU, so you'd have to work out how to make that code work for half.. ['\r\n>>> import torch\r\n>>> torch.zeros(2, dtype=torch.half)\r\nTraceback (most recent call last):\r\n  File ""<stdin>"", line 1, in <module>\r\nRuntimeError: _th_zero_ is not implemented for type torch.HalfTensor\r\n']"
660,3491,0,"RuntimeError: CUDA error (3): initialization error . 
I run these codes using pytorch 0.2.0, python 3.5 with error


But using cpu( ) woks fine. ['\r\nimport torch\r\nimport torch.multiprocessing as mp\r\n\r\ndef subprocesses(A, B, D, i, j, size):\r\n    D[(j * size):((j + 1) * size), i] = torch.mul(B[:, i], A[j, i])\r\n\r\ndef task(A, B):\r\n\r\n    size1 = A.shape\r\n    size2 = B.shape\r\n    D = torch.zeros([size1[0]*size2[0], size1[1]]).cuda()\r\n    D.share_memory_()\r\n    \r\n    for i in range(1):\r\n        processes = []\r\n        for j in range(size1[0]):  \r\n            p = mp.Process(target=subprocesses, args=(A, B, D, i, j, size2[0]))\r\n            p.start()\r\n            processes.append(p)\r\n        for p in processes:\r\n            p.join()\r\n\r\n    return D\r\n\r\nA = torch.rand(3, 3).cuda()\r\nB = torch.rand(3, 3).cuda()\r\nC = task(A,B)\r\nprint(C)\r\n', '\r\nProcess Process-1:\r\nTraceback (most recent call last):\r\nProcess Process-2:\r\n  File ""/usr/lib/python3.5/multiprocessing/process.py"", line 249, in _bootstrap\r\n    self.run()\r\nTraceback (most recent call last):\r\n  File ""/usr/lib/python3.5/multiprocessing/process.py"", line 93, in run\r\n    self._target(*self._args, **self._kwargs)\r\n  File ""/usr/lib/python3.5/multiprocessing/process.py"", line 249, in _bootstrap\r\n    self.run()\r\n  File ""<ipython-input-2-cbb040477c37>"", line 3, in subprocesses\r\n    D[(j * size):((j + 1) * size), i] = torch.mul(B[:, i], A[j, i])\r\n  File ""/usr/lib/python3.5/multiprocessing/process.py"", line 93, in run\r\n    self._target(*self._args, **self._kwargs)\r\nRuntimeError: CUDA error (3): initialization error\r\n  File ""<ipython-input-2-cbb040477c37>"", line 3, in subprocesses\r\n    D[(j * size):((j + 1) * size), i] = torch.mul(B[:, i], A[j, i])\r\nRuntimeError: CUDA error (3): initialization error\r\nProcess Process-3:\r\nTraceback (most recent call last):\r\n  File ""/usr/lib/python3.5/multiprocessing/process.py"", line 249, in _bootstrap\r\n    self.run()\r\n  File ""/usr/lib/python3.5/multiprocessing/process.py"", line 93, in run\r\n    self._target(*self._args, **self._kwargs)\r\n  File ""<ipython-input-2-cbb040477c37>"", line 3, in subprocesses\r\n    D[(j * size):((j + 1) * size), i] = torch.mul(B[:, i], A[j, i])\r\nRuntimeError: CUDA error (3): initialization error\r\n']"
541,24583,0,"Migrate `leaky_relu` and `leaky_relu_` from the TH to Aten (CUDA). Porting TH operators is essential for code simplicity and performance reasons.

Porting guides and Q&A are available in umbrella issue: #24507

Feel free to add @VitalyFedyunin as a reviewer to get a prioritized review.. []"
691,8554,0,"[pytorch][build] ‘vmsLog2’ was not declared in this scope. I tried to rebase and rebuild torch from source today, but got an error:


See [full gist](https://gist.github.com/elanmart/8fca075c596378bd785abd8079567684).

For future reference, getting rid of old  install in  and updating  via  seems to have solved the issue.

cc @soumith @cpuhrsch . []"
232,30798,0,"How can I implement ""nn.unFold"" on 5D tensor?. ❓ How can I implement ""nn.unFold"" on 5D tensor?

I am implementing an operation on 3D image. I found I need ""nn.unFold"" function in my process. But until now, pytorch does not have official implementation in latest release version. 

I want to implement it in official release code form by myself. But I am a little confused by the relationship  between implementation part of c++ and cuda code. 

Could some one give me some suggestions that which files I should refer to corresponding to implementation of ""nn.unFold"" in 4D version.... []"
499,2870,0,"torch.max has extra dimensions on a slice with size 1. 
The size reported at the end should be (32, 1), but is (32, 1, 1). Using torch==0.2.0.post3 both on CPU and GPU.. ['\r\n>>> x = torch.zeros((32, 10, 10))\r\n>>> y = x[:, 2:4, 3:5]\r\n>>> torch.max(y, dim=1, keepdim=False)[0].size()\r\ntorch.Size([32, 2])   # correct\r\n>>> y = x[:, 2:3, 3:4]\r\n>>> torch.max(y, dim=1, keepdim=False)[0].size()\r\ntorch.Size([32, 1, 1])  # wrong\r\n']"
589,2062,0,"Installation error . I am installing pytorch from source using python 2.7. I am getting the following error:

 File ""/scratch0/Softwares/pytorch_new/torch/lib/ATen/gen.py"", line 6, in <module>
    import preprocess_declarations
  File ""/scratch0/Softwares/pytorch_new/torch/lib/ATen/preprocess_declarations.py"", line 3, in <module>
    from function_wrapper import TYPE_FORMAL_GENERIC
  File ""/scratch0/Softwares/pytorch_new/torch/lib/ATen/function_wrapper.py"", line 2, in <module>
    from code_template import CodeTemplate
  File ""/scratch0/Softwares/pytorch_new/torch/lib/ATen/code_template.py"", line 13, in <module>
    class CodeTemplate(object):
  File ""/scratch0/Softwares/pytorch_new/torch/lib/ATen/code_template.py"", line 15, in CodeTemplate
    '(^[^\n\S]*)?\$([^\d\W]\w*|\{,?[^\d\W]\w*\,?})', re.MULTILINE)
  File ""/scratch0/Softwares/virtualpython/env_new/lib64/python2.7/re.py"", line 190, in compile
    return _compile(pattern, flags)
  File ""/scratch0/Softwares/virtualpython/env_new/lib64/python2.7/re.py"", line 242, in _compile
    raise error, v # invalid expression
sre_constants.error: nothing to repeat

CMake Error at CMakeLists.txt:126 (message):
  Failed to get generated_cpp list


-- Configuring incomplete, errors occurred!



. []"
224,5938,0,"RuntimeError: value cannot be converted to type uint8_t without overflow: 10000. I am trying to run the [this code](https://github.com/yunjey/pytorch-tutorial/blob/4b67434961a64ba5e19e63d44f0b9979d2a9aa11/tutorials/01-basics/feedforward_neural_network/main-gpu.py).

The training progress is perfect，but the accuracy did not print out，and some error came out like this：

And the code is：


I have tried it before with python3.5 on win10，it could ran perfectly，but somehow couldn't use the cuda，so i turn to the ubuntu，is it the python version problem？

- OS:ubuntu16.04
- PyTorch version:0.4.0a0+7cbbc0b
- How you installed PyTorch (conda, pip, source):source
- Python version:2.7
- CUDA/cuDNN version:9.0
- GCC version (if compiling from source):gcc (Ubuntu 5.4.0-6ubuntu1~16.04.4) 5.4.0 20160609

I know that this question shouldn't be asked here cause it is not the pytorch's issus, but i can't access the stackoverflow, it is slow on Chinese internet .So it will be very appericated if someone could help me with this.Thx



. ['\r\nEpoch [5/5], Step [200/600], Loss: 0.0404\r\nEpoch [5/5], Step [300/600], Loss: 0.0511\r\nEpoch [5/5], Step [400/600], Loss: 0.0042\r\nEpoch [5/5], Step [500/600], Loss: 0.0464\r\nEpoch [5/5], Step [600/600], Loss: 0.1073\r\nTraceback (most recent call last):\r\n  File ""fnn.py"", line 84, in <module>\r\n    print(\'Accuracy of the network on the 10000 test images: %d %%\' % (100 * correct / total))\r\nRuntimeError: value cannot be converted to type uint8_t without overflow: 10000\r\n', ""\r\n# Test the Model\r\ncorrect = 0\r\ntotal = 0\r\nfor images, labels in test_loader:\r\n    images = Variable(images.view(-1, 28*28))\r\n    outputs = net(images)\r\n    _, predicted = torch.max(outputs.data, 1)\r\n    total += labels.size(0)\r\n    correct += (predicted == labels).sum()\r\n\r\nprint('Accuracy of the network on the 10000 test images: %d %%' % (100 * correct / total))\r\n\r\n""]"
611,1930,0,"Different behavior of sum() in-place on CPU vs GPU. ['\r\nx = torch.randperm(16).resize_(4,4) # create tensor\r\ny = x.cuda() # copy to GPU\r\n# perform same operation on both:\r\nx.sum(dim=0,out=x)\r\ny.sum(dim=0,out=y)\r\nprint(y) # see expected behavior\r\nprint(x) # see zeros instead\r\n']"
750,9499,0,"Move ConstantPadNd into ATen.  is currently implemented in Python at [torch/nn/_functions/padding.py](https://github.com/pytorch/pytorch/blob/master/torch/nn/_functions/padding.py). We'd like it to be implemented as a native function in ATen. Note that you will need to update  in  after porting.

Reading material:

1. How to add a native function: https://github.com/pytorch/pytorch/tree/master/aten/src/ATen/native/
2. Derivatives are added in 

Tips:
  There is no context object in native functions; instead, if something needs to be reused in , 
  + if it is an input argument or output of , you can use it directly in .
  + otherwise, make it an output of the 
. []"
593,25801,0,"[jit] Missing source highlight error. 



cc @suo. ['\r\n@torch.jit.script\r\ndef fn(x):\r\n    # type: (List[int], int) -> bool\r\n    return max(x)\r\n']"
